# time_delay 	 res_example_osc_1 	 eps
-2.00000000e+00 -2.16069705e-03 5.12946624e-03
-1.80000000e+00 1.49276814e-03 5.12946624e-03
-1.60000000e+00 -4.33135354e-03 5.12946624e-03
-1.40000000e+00 -2.73361582e-03 5.12946624e-03
-1.20000000e+00 6.07535231e-03 5.12946624e-03
-1.00000000e+00 -3.28385064e-04 5.12946624e-03
-9.80000000e-01 3.10045524e-03 5.12946624e-03
-9.60000000e-01 3.89289432e-03 5.12946624e-03
-9.40000000e-01 4.38903225e-03 5.12946624e-03
-9.20000000e-01 -4.32801948e-03 5.12946624e-03
-9.00000000e-01 3.75472791e-03 5.12946624e-03
-8.80000000e-01 -5.83885680e-03 5.12946624e-03
-8.60000000e-01 -3.26965366e-03 5.12946624e-03
-8.40000000e-01 -9.60151133e-03 5.12946624e-03
-8.20000000e-01 -2.56943371e-03 5.12946624e-03
-8.00000000e-01 -5.76968265e-03 5.12946624e-03
-7.80000000e-01 -2.69932115e-03 5.12946624e-03
-7.60000000e-01 4.70679814e-03 5.12946624e-03
-7.40000000e-01 5.37410740e-04 5.12946624e-03
-7.20000000e-01 4.15209636e-03 5.12946624e-03
-7.00000000e-01 2.33978585e-03 5.12946624e-03
-6.80000000e-01 6.62751295e-04 5.12946624e-03
-6.60000000e-01 6.63049947e-03 5.12946624e-03
-6.40000000e-01 4.71040455e-03 5.12946624e-03
-6.20000000e-01 -5.11223886e-03 5.12946624e-03
-6.00000000e-01 -1.74020132e-03 5.12946624e-03
-5.80000000e-01 -4.49907401e-04 5.12946624e-03
-5.60000000e-01 -2.37810681e-03 5.12946624e-03
-5.40000000e-01 -2.24883332e-03 5.12946624e-03
-5.20000000e-01 4.97339697e-03 5.12946624e-03
-5.00000000e-01 3.94916264e-03 5.12946624e-03
-4.80000000e-01 -2.53732552e-03 5.12946624e-03
-4.60000000e-01 -2.78700683e-03 5.12946624e-03
-4.40000000e-01 -7.21103518e-03 5.12946624e-03
-4.20000000e-01 5.14691348e-04 5.12946624e-03
-4.00000000e-01 6.37557171e-04 5.12946624e-03
-3.80000000e-01 -1.17692476e-04 5.12946624e-03
-3.60000000e-01 -3.30549886e-03 5.12946624e-03
-3.40000000e-01 8.86648276e-03 5.12946624e-03
-3.20000000e-01 -2.29702932e-03 5.12946624e-03
-3.00000000e-01 -2.46622731e-03 5.12946624e-03
-2.80000000e-01 4.01556036e-03 5.12946624e-03
-2.60000000e-01 6.02848858e-03 5.12946624e-03
-2.40000000e-01 3.36026571e-03 5.12946624e-03
-2.20000000e-01 6.47713779e-04 5.12946624e-03
-2.00000000e-01 -2.10383886e-05 5.12946624e-03
-1.80000000e-01 -4.46746273e-03 5.12946624e-03
-1.60000000e-01 -1.66693393e-03 5.12946624e-03
-1.40000000e-01 7.91545802e-03 5.12946624e-03
-1.20000000e-01 1.01323910e-03 5.12946624e-03
-1.00000000e-01 3.23447466e-03 5.12946624e-03
-8.00000000e-02 2.24694084e-03 5.12946624e-03
-6.00000000e-02 1.11009921e-03 5.12946624e-03
-4.00000000e-02 9.45331838e-04 5.12946624e-03
-2.00000000e-02 -3.13398805e-03 5.12946624e-03
8.88178420e-16 -3.32185027e-03 5.12946624e-03
2.00000000e-02 -2.57450660e-03 5.12946624e-03
4.00000000e-02 4.29376925e-03 5.12946624e-03
6.00000000e-02 -2.32450708e-03 5.12946624e-03
8.00000000e-02 1.44414654e-03 5.12946624e-03
1.00000000e-01 -3.63280364e-05 5.12946624e-03
1.20000000e-01 -4.06704941e-03 5.12946624e-03
1.40000000e-01 5.68132074e-03 5.12946624e-03
1.60000000e-01 -2.82788615e-03 5.12946624e-03
1.80000000e-01 6.03631224e-04 5.12946624e-03
2.00000000e-01 -7.53594647e-03 5.12946624e-03
2.20000000e-01 7.98060107e-03 5.12946624e-03
2.40000000e-01 -4.27486790e-03 5.12946624e-03
2.60000000e-01 5.84891433e-03 5.12946624e-03
2.80000000e-01 -3.50849762e-03 5.12946624e-03
3.00000000e-01 7.36297540e-03 5.12946624e-03
3.20000000e-01 1.04695038e-03 5.12946624e-03
3.40000000e-01 -2.95855441e-03 5.12946624e-03
3.60000000e-01 -6.78359166e-04 5.12946624e-03
3.80000000e-01 6.63483929e-03 5.12946624e-03
4.00000000e-01 2.55970492e-03 5.12946624e-03
4.20000000e-01 -1.09616350e-03 5.12946624e-03
4.40000000e-01 -1.11657841e-03 5.12946624e-03
4.60000000e-01 -3.72009720e-03 5.12946624e-03
4.80000000e-01 -1.99704693e-04 5.12946624e-03
5.00000000e-01 9.51707017e-04 5.12946624e-03
5.20000000e-01 -5.21101572e-04 5.12946624e-03
5.40000000e-01 2.67980360e-03 5.12946624e-03
5.60000000e-01 -1.98748058e-03 5.12946624e-03
5.80000000e-01 2.86442033e-03 5.12946624e-03
6.00000000e-01 2.42940727e-03 5.12946624e-03
6.20000000e-01 -2.96774264e-03 5.12946624e-03
6.40000000e-01 -7.55920624e-03 5.12946624e-03
6.60000000e-01 6.48533167e-05 5.12946624e-03
6.80000000e-01 -4.41350440e-03 5.12946624e-03
7.00000000e-01 -6.05661478e-05 5.12946624e-03
7.20000000e-01 2.21821596e-03 5.12946624e-03
7.40000000e-01 -1.39444084e-04 5.12946624e-03
7.60000000e-01 4.49638415e-03 5.12946624e-03
7.80000000e-01 5.27412168e-03 5.12946624e-03
8.00000000e-01 1.27863983e-03 5.12946624e-03
8.20000000e-01 -6.09455660e-03 5.12946624e-03
8.40000000e-01 -3.76945672e-03 5.12946624e-03
8.60000000e-01 -1.04911922e-03 5.12946624e-03
8.80000000e-01 -3.21872403e-03 5.12946624e-03
9.00000000e-01 6.33350006e-03 5.12946624e-03
9.20000000e-01 3.54552785e-03 5.12946624e-03
9.40000000e-01 -4.26950632e-03 5.12946624e-03
9.60000000e-01 3.86570068e-03 5.12946624e-03
9.80000000e-01 -1.23177278e-03 5.12946624e-03
1.00000000e+00 -3.39954657e-03 5.12946624e-03
1.20000000e+00 7.13499680e-03 5.12946624e-03
1.40000000e+00 -5.94562639e-03 5.12946624e-03
1.60000000e+00 5.03502524e-03 5.12946624e-03
1.80000000e+00 3.21400046e-03 5.12946624e-03
2.00000000e+00 2.03233798e-04 5.12946624e-03
2.20000000e+00 -4.20899019e-03 5.12946624e-03
2.40000000e+00 -7.85999023e-03 5.12946624e-03
2.60000000e+00 9.09550834e-03 5.12946624e-03
2.80000000e+00 -9.61712515e-04 5.12946624e-03
3.00000000e+00 -4.03690212e-04 5.12946624e-03
3.20000000e+00 -2.90344690e-03 5.12946624e-03
3.40000000e+00 1.29684829e-03 5.12946624e-03
3.60000000e+00 2.36176033e-03 5.12946624e-03
3.80000000e+00 -4.79538846e-03 5.12946624e-03
4.00000000e+00 5.69083826e-03 5.12946624e-03
4.20000000e+00 -3.53711439e-03 5.12946624e-03
4.40000000e+00 -2.91772735e-04 5.12946624e-03
4.60000000e+00 -3.19997209e-03 5.12946624e-03
4.80000000e+00 -2.62662195e-03 5.12946624e-03
5.00000000e+00 -1.84288263e-04 5.12946624e-03
6.00000000e+00 1.62831741e-03 5.12946624e-03
7.00000000e+00 -2.06109388e-03 5.12946624e-03
8.00000000e+00 2.38599504e-03 5.12946624e-03
9.00000000e+00 6.47513527e-03 5.12946624e-03
1.00000000e+01 -1.74724798e-03 5.12946624e-03
2.00000000e+01 -7.39567086e-03 5.12946624e-03
3.00000000e+01 -4.79284078e-03 5.12946624e-03
4.00000000e+01 -1.05198716e-03 5.12946624e-03
5.00000000e+01 7.60553727e-03 5.12946624e-03
6.00000000e+01 3.96382269e-04 5.12946624e-03
7.00000000e+01 -1.97148216e-03 5.12946624e-03
8.00000000e+01 7.09985031e-03 5.12946624e-03
9.00000000e+01 2.39783470e-03 5.12946624e-03
1.00000000e+02 4.26349684e-03 5.12946624e-03
2.00000000e+02 3.24635201e-03 5.12946624e-03
3.00000000e+02 -4.83289606e-03 5.12946624e-03
4.00000000e+02 -4.01174785e-03 5.12946624e-03
5.00000000e+02 -9.85249216e-04 5.12946624e-03
6.00000000e+02 -7.65376279e-03 5.12946624e-03
7.00000000e+02 -2.24901006e-03 5.12946624e-03
8.00000000e+02 6.10817393e-03 5.12946624e-03
9.00000000e+02 5.89494391e-04 5.12946624e-03
1.00000000e+03 -3.21698429e-03 5.12946624e-03
2.00000000e+03 -1.02759443e-03 5.12946624e-03
