# time_delay 	 res_example_1 	 eps
-2.00000000e+00 -1.36359756e-01 9.97226259e-02
-1.90000000e+00 1.43033607e-01 9.97226259e-02
-1.80000000e+00 1.44473577e-03 9.97226259e-02
-1.70000000e+00 -6.24170561e-02 9.97226259e-02
-1.60000000e+00 -1.25715616e-01 9.97226259e-02
-1.50000000e+00 -8.49598404e-02 9.97226259e-02
-1.40000000e+00 -7.52434117e-02 9.97226259e-02
-1.30000000e+00 -6.51400695e-02 9.97226259e-02
-1.20000000e+00 -5.01809794e-02 9.97226259e-02
-1.10000000e+00 -2.24029530e-01 9.97226259e-02
-1.00000000e+00 8.17969389e-02 9.97226259e-02
-9.50000000e-01 -1.80520890e-01 9.97226259e-02
-9.00000000e-01 -7.25979707e-02 9.97226259e-02
-8.50000000e-01 -2.32340754e-01 9.97226259e-02
-8.00000000e-01 -1.32928671e-01 9.97226259e-02
-7.50000000e-01 3.17957454e-02 9.97226259e-02
-7.00000000e-01 -1.96505743e-01 9.97226259e-02
-6.50000000e-01 3.93820113e-02 9.97226259e-02
-6.00000000e-01 5.11422415e-02 9.97226259e-02
-5.50000000e-01 1.69806361e-01 9.97226259e-02
-5.00000000e-01 -7.23220457e-02 9.97226259e-02
-4.50000000e-01 6.51249931e-02 9.97226259e-02
-4.00000000e-01 1.29083131e-02 9.97226259e-02
-3.50000000e-01 6.43064795e-02 9.97226259e-02
-3.00000000e-01 1.51240174e-01 9.97226259e-02
-2.50000000e-01 -8.33760728e-03 9.97226259e-02
-2.00000000e-01 -1.21943103e-01 9.97226259e-02
-1.50000000e-01 5.37690819e-02 9.97226259e-02
-1.00000000e-01 -7.37701045e-02 9.97226259e-02
-5.00000000e-02 5.98934650e-02 9.97226259e-02
8.88178420e-16 -8.98600515e-02 9.97226259e-02
5.00000000e-02 1.28427524e-01 9.97226259e-02
1.00000000e-01 6.82671601e-02 9.97226259e-02
1.50000000e-01 2.18874272e-02 9.97226259e-02
2.00000000e-01 5.80849950e-05 9.97226259e-02
2.50000000e-01 -2.41957819e-02 9.97226259e-02
3.00000000e-01 -5.26680169e-02 9.97226259e-02
3.50000000e-01 1.74061294e-01 9.97226259e-02
4.00000000e-01 2.67030306e-02 9.97226259e-02
4.50000000e-01 1.07589715e-01 9.97226259e-02
5.00000000e-01 -1.06210476e-01 9.97226259e-02
5.50000000e-01 -4.55988722e-02 9.97226259e-02
6.00000000e-01 -1.32410701e-01 9.97226259e-02
6.50000000e-01 -4.48673263e-02 9.97226259e-02
7.00000000e-01 -3.87786037e-02 9.97226259e-02
7.50000000e-01 -1.24114735e-02 9.97226259e-02
8.00000000e-01 1.23989602e-01 9.97226259e-02
8.50000000e-01 -4.42838297e-02 9.97226259e-02
9.00000000e-01 -4.31827758e-03 9.97226259e-02
9.50000000e-01 -3.13783212e-02 9.97226259e-02
1.00000000e+00 1.30126073e-01 9.97226259e-02
2.00000000e+00 5.56944975e-02 9.97226259e-02
3.00000000e+00 1.30601160e-01 9.97226259e-02
4.00000000e+00 1.58882977e-02 9.97226259e-02
5.00000000e+00 -9.24229406e-02 9.97226259e-02
6.00000000e+00 -5.12211391e-02 9.97226259e-02
7.00000000e+00 6.68953110e-02 9.97226259e-02
8.00000000e+00 -1.55373816e-02 9.97226259e-02
9.00000000e+00 -1.37111942e-01 9.97226259e-02
1.00000000e+01 -3.65020872e-02 9.97226259e-02
2.00000000e+01 -6.52631772e-02 9.97226259e-02
3.00000000e+01 -5.72866411e-02 9.97226259e-02
4.00000000e+01 1.48527312e-01 9.97226259e-02
5.00000000e+01 1.53915412e-02 9.97226259e-02
6.00000000e+01 -3.55335160e-02 9.97226259e-02
7.00000000e+01 7.21859095e-02 9.97226259e-02
8.00000000e+01 -1.18313555e-01 9.97226259e-02
9.00000000e+01 -1.34401281e-01 9.97226259e-02
1.00000000e+02 1.74670205e-01 9.97226259e-02
2.00000000e+02 -3.95738870e-02 9.97226259e-02
3.00000000e+02 -6.65179877e-02 9.97226259e-02
4.00000000e+02 -4.77399595e-02 9.97226259e-02
5.00000000e+02 3.58693254e-02 9.97226259e-02
6.00000000e+02 -1.02309570e-01 9.97226259e-02
7.00000000e+02 4.81711328e-02 9.97226259e-02
8.00000000e+02 1.06187531e-01 9.97226259e-02
9.00000000e+02 6.75093002e-02 9.97226259e-02
1.00000000e+03 -8.14300729e-02 9.97226259e-02
1.10000000e+03 -6.90041349e-02 9.97226259e-02
1.20000000e+03 -5.85995688e-02 9.97226259e-02
1.30000000e+03 1.82449876e-01 9.97226259e-02
1.40000000e+03 9.69606396e-03 9.97226259e-02
