# time_delay	fit_example_osc_1	fit_example_osc_2	fit_example_osc_3	fit_example_osc_4
1.00000000e+02 9.17040508e-01 1.83248761e-01 8.23130140e-01 -9.14433118e-01
2.00000000e+02 8.29561656e-01 1.65742377e-01 7.44618031e-01 -8.27258010e-01
3.00000000e+02 7.50427259e-01 1.49931709e-01 6.73586664e-01 -7.48343367e-01
4.00000000e+02 6.78841731e-01 1.35629270e-01 6.09331193e-01 -6.76956628e-01
5.00000000e+02 6.14084964e-01 1.22691183e-01 5.51205246e-01 -6.12379686e-01
6.00000000e+02 5.55505540e-01 1.10987300e-01 4.98624109e-01 -5.53962934e-01
7.00000000e+02 5.02514185e-01 1.00399885e-01 4.51058846e-01 -5.01118733e-01
8.00000000e+02 4.54577836e-01 9.08224364e-02 4.08030978e-01 -4.53315501e-01
9.00000000e+02 4.11214281e-01 8.21586093e-02 3.69107668e-01 -4.10072363e-01
1.00000000e+03 3.71987306e-01 7.43212508e-02 3.33897370e-01 -3.70954319e-01
2.00000000e+03 1.36498359e-01 2.72717070e-02 1.22521501e-01 -1.36119311e-01
