# time_delay 	 res_example_basic_3 	 eps
-2.50000000e+03 1.29939588e-02 2.90841482e-02
-2.40000000e+03 -2.74965920e-02 2.90841482e-02
-2.30000000e+03 -3.37670014e-02 2.90841482e-02
-2.20000000e+03 2.11836667e-02 2.90841482e-02
-2.10000000e+03 -2.61557579e-02 2.90841482e-02
-2.00000000e+03 2.09938731e-02 2.90841482e-02
-1.90000000e+03 -3.07929328e-02 2.90841482e-02
-1.80000000e+03 -5.07630064e-03 2.90841482e-02
-1.70000000e+03 2.50003261e-02 2.90841482e-02
-1.60000000e+03 1.04958874e-02 2.90841482e-02
-1.50000000e+03 2.62043955e-02 2.90841482e-02
-1.40000000e+03 -3.62664839e-03 2.90841482e-02
-1.30000000e+03 2.87879382e-02 2.90841482e-02
-1.20000000e+03 3.85799272e-02 2.90841482e-02
-1.10000000e+03 -4.36617203e-05 2.90841482e-02
-1.00000000e+03 -2.16891137e-02 2.90841482e-02
-9.00000000e+02 -1.96146531e-02 2.90841482e-02
-8.00000000e+02 -3.30965820e-03 2.90841482e-02
-7.00000000e+02 -4.09611339e-02 2.90841482e-02
-6.00000000e+02 1.56121947e-02 2.90841482e-02
-5.00000000e+02 -3.21089339e-03 2.90841482e-02
-4.50000000e+02 1.78218502e-02 2.90841482e-02
-4.00000000e+02 -1.25511071e-02 2.90841482e-02
-3.50000000e+02 -3.17666284e-02 2.90841482e-02
-3.00000000e+02 -1.25611635e-02 2.90841482e-02
-2.50000000e+02 -9.87981959e-03 2.90841482e-02
-2.00000000e+02 4.03282886e-02 2.90841482e-02
-1.50000000e+02 -2.73782792e-02 2.90841482e-02
-1.00000000e+02 7.70472648e-03 2.90841482e-02
-5.00000000e+01 3.48654463e-02 2.90841482e-02
0.00000000e+00 -8.13390575e-03 2.90841482e-02
5.00000000e+01 1.06373940e-02 2.90841482e-02
1.00000000e+02 -2.19217849e-02 2.90841482e-02
1.50000000e+02 -6.60683155e-03 2.90841482e-02
2.00000000e+02 4.30788270e-03 2.90841482e-02
2.50000000e+02 9.20035396e-03 2.90841482e-02
3.00000000e+02 -5.17860711e-03 2.90841482e-02
3.50000000e+02 -4.83089744e-02 2.90841482e-02
4.00000000e+02 1.93967266e-02 2.90841482e-02
4.50000000e+02 2.51770134e-03 2.90841482e-02
5.00000000e+02 -2.52694638e-02 2.90841482e-02
5.50000000e+02 1.04532644e-02 2.90841482e-02
6.00000000e+02 1.79386944e-03 2.90841482e-02
6.50000000e+02 -2.43392775e-02 2.90841482e-02
7.00000000e+02 2.20910090e-02 2.90841482e-02
7.50000000e+02 -3.83055716e-02 2.90841482e-02
8.00000000e+02 1.83982683e-02 2.90841482e-02
8.50000000e+02 2.36580196e-02 2.90841482e-02
9.00000000e+02 -2.70933337e-03 2.90841482e-02
9.50000000e+02 -1.86502795e-02 2.90841482e-02
1.00000000e+03 3.90558143e-02 2.90841482e-02
1.05000000e+03 -3.36560658e-02 2.90841482e-02
1.10000000e+03 -1.19403157e-02 2.90841482e-02
1.15000000e+03 -1.70460726e-02 2.90841482e-02
1.20000000e+03 1.10617351e-02 2.90841482e-02
1.25000000e+03 6.47363571e-05 2.90841482e-02
1.30000000e+03 1.33273798e-02 2.90841482e-02
1.35000000e+03 3.75510413e-02 2.90841482e-02
1.40000000e+03 3.52502556e-02 2.90841482e-02
1.45000000e+03 1.09621594e-02 2.90841482e-02
1.50000000e+03 -2.82051569e-02 2.90841482e-02
1.75000000e+03 2.07133357e-02 2.90841482e-02
2.00000000e+03 1.83121294e-02 2.90841482e-02
2.25000000e+03 -2.86085037e-02 2.90841482e-02
2.50000000e+03 -1.40800087e-02 2.90841482e-02
2.75000000e+03 5.50120558e-03 2.90841482e-02
3.00000000e+03 -3.02754246e-02 2.90841482e-02
3.25000000e+03 -5.04252754e-03 2.90841482e-02
3.50000000e+03 3.12252979e-02 2.90841482e-02
3.75000000e+03 -4.79218601e-03 2.90841482e-02
4.00000000e+03 -5.83846025e-04 2.90841482e-02
4.25000000e+03 3.82407576e-02 2.90841482e-02
4.50000000e+03 -2.86372706e-02 2.90841482e-02
4.75000000e+03 1.17879752e-02 2.90841482e-02
5.00000000e+03 -2.13876263e-02 2.90841482e-02
7.50000000e+03 1.82007854e-02 2.90841482e-02
1.00000000e+04 -3.77904312e-02 2.90841482e-02
1.25000000e+04 -8.22020819e-03 2.90841482e-02
1.50000000e+04 4.13677335e-02 2.90841482e-02
1.75000000e+04 3.09862596e-02 2.90841482e-02
2.00000000e+04 -3.20237972e-03 2.90841482e-02
2.25000000e+04 -1.31682168e-02 2.90841482e-02
2.50000000e+04 -2.86093311e-02 2.90841482e-02
2.75000000e+04 -6.89392366e-02 2.90841482e-02
3.00000000e+04 -4.62490103e-02 2.90841482e-02
3.25000000e+04 -2.48930442e-02 2.90841482e-02
3.50000000e+04 -1.33032549e-03 2.90841482e-02
3.75000000e+04 5.03435652e-02 2.90841482e-02
4.00000000e+04 -7.82704945e-03 2.90841482e-02
4.25000000e+04 -2.05006390e-02 2.90841482e-02
4.50000000e+04 -6.60714462e-03 2.90841482e-02
4.75000000e+04 -7.04448303e-03 2.90841482e-02
