# time_delay 	 res_example_4 	 eps
-2.00000000e+00 -6.13243461e-02 2.64171470e-02
-1.90000000e+00 -1.18358078e-02 2.64171470e-02
-1.80000000e+00 -1.37684848e-02 2.64171470e-02
-1.70000000e+00 1.74946790e-02 2.64171470e-02
-1.60000000e+00 6.42231006e-02 2.64171470e-02
-1.50000000e+00 -4.60614962e-02 2.64171470e-02
-1.40000000e+00 -1.72550666e-03 2.64171470e-02
-1.30000000e+00 -2.50116559e-02 2.64171470e-02
-1.20000000e+00 -2.04039469e-02 2.64171470e-02
-1.10000000e+00 -2.97213466e-02 2.64171470e-02
-1.00000000e+00 -5.25310581e-02 2.64171470e-02
-9.50000000e-01 3.54474851e-02 2.64171470e-02
-9.00000000e-01 2.82609479e-02 2.64171470e-02
-8.50000000e-01 -1.13506119e-02 2.64171470e-02
-8.00000000e-01 1.66413724e-02 2.64171470e-02
-7.50000000e-01 -5.75044850e-03 2.64171470e-02
-7.00000000e-01 2.01943803e-02 2.64171470e-02
-6.50000000e-01 -1.65340705e-02 2.64171470e-02
-6.00000000e-01 -1.03251789e-01 2.64171470e-02
-5.50000000e-01 2.77712063e-02 2.64171470e-02
-5.00000000e-01 4.55403303e-02 2.64171470e-02
-4.50000000e-01 1.04925703e-02 2.64171470e-02
-4.00000000e-01 -4.79076525e-03 2.64171470e-02
-3.50000000e-01 2.66805435e-02 2.64171470e-02
-3.00000000e-01 -2.99499406e-02 2.64171470e-02
-2.50000000e-01 -4.04847990e-02 2.64171470e-02
-2.00000000e-01 -1.54456405e-01 2.64171470e-02
-1.50000000e-01 -2.28423900e-01 2.64171470e-02
-1.00000000e-01 -2.38450074e-01 2.64171470e-02
-5.00000000e-02 -2.31446549e-01 2.64171470e-02
8.88178420e-16 -1.69172985e-01 2.64171470e-02
5.00000000e-02 -1.39684688e-01 2.64171470e-02
1.00000000e-01 -9.40062072e-02 2.64171470e-02
1.50000000e-01 -3.87423800e-02 2.64171470e-02
2.00000000e-01 -1.01128683e-01 2.64171470e-02
2.50000000e-01 -4.93475849e-02 2.64171470e-02
3.00000000e-01 -5.34666687e-03 2.64171470e-02
3.50000000e-01 -1.55427291e-05 2.64171470e-02
4.00000000e-01 5.02293913e-02 2.64171470e-02
4.50000000e-01 1.86676219e-02 2.64171470e-02
5.00000000e-01 6.47445318e-02 2.64171470e-02
5.50000000e-01 7.03162639e-02 2.64171470e-02
6.00000000e-01 2.58668945e-02 2.64171470e-02
6.50000000e-01 8.90818741e-02 2.64171470e-02
7.00000000e-01 4.37679469e-02 2.64171470e-02
7.50000000e-01 7.86928261e-02 2.64171470e-02
8.00000000e-01 6.21175903e-02 2.64171470e-02
8.50000000e-01 6.68035234e-02 2.64171470e-02
9.00000000e-01 6.92353021e-02 2.64171470e-02
9.50000000e-01 5.74721190e-02 2.64171470e-02
1.00000000e+00 5.52249855e-02 2.64171470e-02
2.00000000e+00 4.73276809e-02 2.64171470e-02
3.00000000e+00 6.71361768e-02 2.64171470e-02
4.00000000e+00 5.06066377e-03 2.64171470e-02
5.00000000e+00 6.29657759e-02 2.64171470e-02
6.00000000e+00 7.80005815e-03 2.64171470e-02
7.00000000e+00 5.52402209e-02 2.64171470e-02
8.00000000e+00 4.74053330e-02 2.64171470e-02
9.00000000e+00 6.95981580e-02 2.64171470e-02
1.00000000e+01 4.35856888e-02 2.64171470e-02
2.00000000e+01 8.67180798e-02 2.64171470e-02
3.00000000e+01 -1.30315356e-02 2.64171470e-02
4.00000000e+01 5.44934989e-02 2.64171470e-02
5.00000000e+01 -1.21847991e-02 2.64171470e-02
6.00000000e+01 -1.35729921e-02 2.64171470e-02
7.00000000e+01 -3.96077028e-02 2.64171470e-02
8.00000000e+01 -2.05418073e-02 2.64171470e-02
9.00000000e+01 -9.83811055e-03 2.64171470e-02
1.00000000e+02 2.75280284e-02 2.64171470e-02
2.00000000e+02 3.90624122e-02 2.64171470e-02
3.00000000e+02 -1.32876180e-02 2.64171470e-02
4.00000000e+02 -2.52808490e-02 2.64171470e-02
5.00000000e+02 -1.71916452e-02 2.64171470e-02
6.00000000e+02 3.87344273e-02 2.64171470e-02
7.00000000e+02 9.12904254e-03 2.64171470e-02
8.00000000e+02 4.39800109e-04 2.64171470e-02
9.00000000e+02 3.34254194e-02 2.64171470e-02
1.00000000e+03 1.99033013e-02 2.64171470e-02
1.10000000e+03 -4.51745048e-02 2.64171470e-02
1.20000000e+03 -3.19926243e-02 2.64171470e-02
1.30000000e+03 1.95172159e-03 2.64171470e-02
1.40000000e+03 5.19511271e-04 2.64171470e-02
